media_ID,genre
tt0522722,"Drama,Romance"
tt0559011,"Comedy,Romance"
tt0563178,Drama
tt0582910,Comedy
tt0601517,"Drama,Fantasy"
tt0610480,Drama
tt0614802,Comedy
tt0616614,Comedy
tt0622204,Drama
tt0622205,Drama
tt0669659,"Comedy,Fantasy"
tt0738928,"Comedy,Family"
tt0761225,"Animation,Comedy,Drama"
tt0793150,Comedy
tt1019701,Comedy
tt1118062,Drama
tt1358465,"Drama,Short"
tt15143326,"Drama,Fantasy"
tt3299096,"Adventure,Comedy,Short"
tt3405372,Thriller
tt3998348,"Crime,Drama,Mystery"
tt6364884,Comedy
tt6367262,"Action,Adventure,Animation"
tt0417015,Music
tt0087800,Horror
tt0301665,"Action,Adventure,Horror"
tt1179056,"Crime,Drama,Horror"
tt1245934,"Comedy,Fantasy,Sci-Fi"
tt1744939,Documentary
tt2087039,Documentary
tt4171062,Comedy
tt0089686,Horror
tt4902926,Comedy
tt0093629,"Fantasy,Horror"
tt2089075,Documentary
tt7458696,Comedy
tt0095742,Horror
tt2089076,Documentary
tt8120310,Comedy
tt0097981,"Fantasy,Horror"
tt12737326,"Fantasy,Horror"
tt2090771,Documentary
tt8120312,Comedy
tt0362001,"Drama,Family"
tt0087892,"Adventure,Drama,History"
tt1476614,Documentary
tt0059573,"Drama,Romance"
tt0117320,Documentary
tt0437416,Music
tt0120787,"Crime,Drama,Thriller"
tt0107808,"Crime,Drama,Thriller"
tt1886837,"Action,Adventure,Animation"
tt2793988,"Action,Animation,Crime"
